block,bid_price_eur_mwh,P_accept
08-12,3.0,0.7300275482093663
08-12,3.02,0.7272727272727273
08-12,3.02,0.7245179063360881
08-12,3.06,0.721763085399449
08-12,3.09,0.71900826446281
08-12,3.1,0.7162534435261708
08-12,3.1,0.7134986225895317
08-12,3.1,0.7107438016528926
08-12,3.19,0.7079889807162534
08-12,3.21,0.7052341597796143
08-12,3.29,0.7024793388429752
08-12,3.31,0.699724517906336
08-12,3.31,0.696969696969697
08-12,3.33,0.6942148760330579
08-12,3.33,0.6914600550964187
08-12,3.34,0.6887052341597797
08-12,3.36,0.6859504132231404
08-12,3.38,0.6831955922865014
08-12,3.41,0.6804407713498623
08-12,3.45,0.6776859504132231
08-12,3.46,0.6749311294765841
08-12,3.5,0.6721763085399449
08-12,3.5,0.6694214876033058
08-12,3.5,0.6666666666666667
08-12,3.53,0.6639118457300275
08-12,3.54,0.6611570247933884
08-12,3.54,0.6584022038567493
08-12,3.54,0.6556473829201102
08-12,3.61,0.6528925619834711
08-12,3.62,0.650137741046832
08-12,3.64,0.6473829201101928
08-12,3.68,0.6446280991735538
08-12,3.69,0.6418732782369145
08-12,3.7,0.6391184573002755
08-12,3.73,0.6363636363636364
08-12,3.73,0.6336088154269972
08-12,3.77,0.6308539944903582
08-12,3.77,0.628099173553719
08-12,3.79,0.6253443526170799
08-12,3.8,0.6225895316804408
08-12,3.89,0.6198347107438016
08-12,3.91,0.6170798898071626
08-12,3.96,0.6143250688705234
08-12,3.97,0.6115702479338843
08-12,4.0,0.6088154269972452
08-12,4.04,0.6060606060606061
08-12,4.04,0.6033057851239669
08-12,4.08,0.6005509641873279
08-12,4.14,0.5977961432506886
08-12,4.23,0.5950413223140496
08-12,4.26,0.5922865013774105
08-12,4.28,0.5895316804407713
08-12,4.48,0.5867768595041323
08-12,4.49,0.5840220385674931
08-12,4.5,0.581267217630854
08-12,4.5,0.578512396694215
08-12,4.58,0.5757575757575757
08-12,4.61,0.5730027548209367
08-12,4.63,0.5702479338842975
08-12,4.65,0.5674931129476584
08-12,4.67,0.5647382920110193
08-12,4.73,0.5619834710743802
08-12,4.77,0.559228650137741
08-12,4.86,0.556473829201102
08-12,4.9,0.5537190082644627
08-12,4.91,0.5509641873278237
08-12,4.94,0.5482093663911846
08-12,4.97,0.5454545454545454
08-12,5.05,0.5426997245179064
08-12,5.17,0.5399449035812672
08-12,5.28,0.5371900826446281
08-12,5.35,0.534435261707989
08-12,5.39,0.5316804407713498
08-12,5.41,0.5289256198347108
08-12,5.5,0.5261707988980716
08-12,5.5,0.5234159779614325
08-12,5.52,0.5206611570247934
08-12,5.64,0.5179063360881543
08-12,5.65,0.5151515151515151
08-12,5.68,0.5123966942148761
08-12,5.7,0.5096418732782368
08-12,5.71,0.5068870523415978
08-12,5.84,0.5041322314049587
08-12,5.95,0.5013774104683195
08-12,5.95,0.4986225895316805
08-12,5.96,0.49586776859504134
08-12,6.0,0.4931129476584022
08-12,6.0,0.49035812672176304
08-12,6.0,0.487603305785124
08-12,6.0,0.48484848484848486
08-12,6.02,0.4820936639118457
08-12,6.24,0.47933884297520657
08-12,6.43,0.47658402203856753
08-12,6.45,0.4738292011019284
08-12,6.48,0.47107438016528924
08-12,6.53,0.4683195592286501
08-12,6.64,0.46556473829201106
08-12,6.66,0.4628099173553719
08-12,6.74,0.46005509641873277
08-12,6.88,0.4573002754820936
08-12,6.9,0.4545454545454546
08-12,6.9,0.45179063360881544
08-12,6.91,0.4490358126721763
08-12,6.93,0.44628099173553715
08-12,7.1,0.4435261707988981
08-12,7.13,0.44077134986225897
08-12,7.38,0.4380165289256198
08-12,7.47,0.4352617079889807
08-12,7.51,0.43250688705234164
08-12,7.55,0.4297520661157025
08-12,7.59,0.42699724517906334
08-12,7.7,0.4242424242424242
08-12,7.83,0.42148760330578516
08-12,7.85,0.418732782369146
08-12,7.9,0.41597796143250687
08-12,8.0,0.4132231404958677
08-12,8.03,0.4104683195592287
08-12,8.03,0.40771349862258954
08-12,8.12,0.4049586776859504
08-12,8.13,0.40220385674931125
08-12,8.2,0.3994490358126722
08-12,8.4,0.39669421487603307
08-12,8.52,0.3939393939393939
08-12,8.53,0.3911845730027548
08-12,8.59,0.38842975206611574
08-12,8.63,0.3856749311294766
08-12,8.91,0.38292011019283745
08-12,8.94,0.3801652892561983
08-12,9.01,0.37741046831955927
08-12,9.36,0.3746556473829201
08-12,9.38,0.371900826446281
08-12,9.46,0.36914600550964183
08-12,9.56,0.3663911845730028
08-12,9.64,0.36363636363636365
08-12,9.73,0.3608815426997245
08-12,9.74,0.35812672176308535
08-12,9.77,0.3553719008264463
08-12,9.97,0.3526170798898072
08-12,10.0,0.349862258953168
08-12,10.0,0.3471074380165289
08-12,10.0,0.34435261707988984
08-12,10.45,0.3415977961432507
08-12,10.48,0.33884297520661155
08-12,10.69,0.3360881542699724
08-12,10.85,0.33333333333333337
08-12,10.97,0.3305785123966942
08-12,11.05,0.3278236914600551
08-12,11.05,0.32506887052341593
08-12,11.14,0.3223140495867769
08-12,11.16,0.31955922865013775
08-12,11.52,0.3168044077134986
08-12,11.75,0.31404958677685946
08-12,11.86,0.3112947658402204
08-12,11.92,0.3085399449035813
08-12,12.0,0.30578512396694213
08-12,12.0,0.303030303030303
08-12,12.0,0.30027548209366395
08-12,12.0,0.2975206611570248
08-12,12.11,0.29476584022038566
08-12,12.24,0.2920110192837465
08-12,12.43,0.2892561983471075
08-12,12.47,0.2865013774104683
08-12,12.5,0.2837465564738292
08-12,12.88,0.28099173553719003
08-12,12.96,0.278236914600551
08-12,13.99,0.27548209366391185
08-12,14.0,0.2727272727272727
08-12,14.0,0.26997245179063356
08-12,14.04,0.2672176308539945
08-12,15.0,0.2644628099173554
08-12,15.0,0.26170798898071623
08-12,15.0,0.2589531680440771
08-12,15.0,0.25619834710743805
08-12,15.0,0.2534435261707989
08-12,15.0,0.25068870523415976
08-12,15.0,0.2479338842975206
08-12,15.06,0.24517906336088158
08-12,15.24,0.24242424242424243
08-12,15.42,0.23966942148760328
08-12,15.57,0.23691460055096414
08-12,15.74,0.2341597796143251
08-12,15.97,0.23140495867768596
08-12,16.34,0.2286501377410468
08-12,16.36,0.22589531680440766
08-12,16.5,0.22314049586776863
08-12,17.0,0.22038567493112948
08-12,17.0,0.21763085399449034
08-12,17.27,0.2148760330578512
08-12,17.32,0.21212121212121215
08-12,17.85,0.209366391184573
08-12,17.85,0.20661157024793386
08-12,18.0,0.20385674931129472
08-12,18.0,0.20110192837465568
08-12,18.33,0.19834710743801653
08-12,18.83,0.1955922865013774
08-12,18.87,0.19283746556473824
08-12,18.9,0.1900826446280992
08-12,19.0,0.18732782369146006
08-12,19.0,0.18457300275482091
08-12,19.0,0.18181818181818177
08-12,19.24,0.17906336088154273
08-12,20.0,0.1763085399449036
08-12,20.0,0.17355371900826444
08-12,20.0,0.1707988980716253
08-12,20.0,0.16804407713498626
08-12,21.0,0.1652892561983471
08-12,21.32,0.16253443526170797
08-12,21.47,0.15977961432506882
08-12,21.95,0.15702479338842978
08-12,23.76,0.15426997245179064
08-12,23.97,0.1515151515151515
08-12,24.84,0.14876033057851235
08-12,25.0,0.1460055096418733
08-12,25.0,0.14325068870523416
08-12,25.3,0.14049586776859502
08-12,26.62,0.13774104683195587
08-12,26.69,0.13498622589531684
08-12,26.85,0.1322314049586777
08-12,27.11,0.12947658402203854
08-12,28.13,0.1267217630853994
08-12,28.13,0.12396694214876036
08-12,30.0,0.12121212121212122
08-12,30.0,0.11845730027548207
08-12,30.0,0.11570247933884292
08-12,30.0,0.11294765840220389
08-12,30.15,0.11019283746556474
08-12,31.88,0.1074380165289256
08-12,33.76,0.10468319559228645
08-12,35.0,0.10192837465564741
08-12,36.07,0.09917355371900827
08-12,37.04,0.09641873278236912
08-12,38.0,0.09366391184572997
08-12,39.0,0.09090909090909094
08-12,40.0,0.0881542699724518
08-12,40.08,0.08539944903581265
08-12,44.0,0.0826446280991735
08-12,44.45,0.07988980716253447
08-12,45.1,0.07713498622589532
08-12,48.11,0.07438016528925617
08-12,48.69,0.07162534435261703
08-12,50.0,0.06887052341597799
08-12,50.0,0.06611570247933884
08-12,54.8,0.0633608815426997
08-12,63.11,0.06060606060606055
08-12,63.41,0.05785123966942152
08-12,70.0,0.05509641873278237
08-12,75.0,0.052341597796143224
08-12,75.05,0.04958677685950408
08-12,79.1,0.04683195592286504
08-12,88.8,0.0440771349862259
08-12,90.0,0.04132231404958675
08-12,96.11,0.038567493112947604
08-12,100.0,0.03581267217630857
08-12,123.48,0.03305785123966942
08-12,136.99,0.030303030303030276
08-12,150.0,0.02754820936639113
08-12,150.0,0.024793388429752095
08-12,150.0,0.02203856749311295
08-12,160.0,0.019283746556473802
08-12,166.5,0.016528925619834656
08-12,200.0,0.01377410468319562
08-12,300.0,0.011019283746556474
08-12,300.0,0.008264462809917328
08-12,300.0,0.0055096418732781816
08-12,500.0,0.0027548209366391463
08-12,500.0,0.0
12-16,0.55,0.9972451790633609
12-16,0.6,0.9944903581267217
12-16,0.67,0.9917355371900827
12-16,0.7,0.9889807162534435
12-16,0.81,0.9862258953168044
12-16,0.83,0.9834710743801653
12-16,0.85,0.9807162534435262
12-16,0.86,0.977961432506887
12-16,0.9,0.9752066115702479
12-16,1.0,0.9724517906336088
12-16,1.05,0.9696969696969697
12-16,1.09,0.9669421487603306
12-16,1.25,0.9641873278236914
12-16,1.4,0.9614325068870524
12-16,1.44,0.9586776859504132
12-16,1.45,0.9559228650137741
12-16,1.55,0.953168044077135
12-16,1.68,0.9504132231404958
12-16,1.7,0.9476584022038568
12-16,1.73,0.9449035812672176
12-16,1.75,0.9421487603305785
12-16,1.77,0.9393939393939394
12-16,1.81,0.9366391184573003
12-16,1.84,0.9338842975206612
12-16,1.85,0.931129476584022
12-16,1.85,0.9283746556473829
12-16,1.9,0.9256198347107438
12-16,1.9,0.9228650137741047
12-16,1.96,0.9201101928374655
12-16,2.0,0.9173553719008265
12-16,2.0,0.9146005509641874
12-16,2.0,0.9118457300275482
12-16,2.0,0.9090909090909091
12-16,2.0,0.9063360881542699
12-16,2.0,0.9035812672176309
12-16,2.05,0.9008264462809917
12-16,2.05,0.8980716253443526
12-16,2.05,0.8953168044077136
12-16,2.07,0.8925619834710744
12-16,2.08,0.8898071625344353
12-16,2.08,0.8870523415977961
12-16,2.1,0.884297520661157
12-16,2.13,0.8815426997245179
12-16,2.15,0.8787878787878788
12-16,2.2,0.8760330578512396
12-16,2.22,0.8732782369146006
12-16,2.26,0.8705234159779615
12-16,2.28,0.8677685950413223
12-16,2.28,0.8650137741046832
12-16,2.28,0.862258953168044
12-16,2.3,0.859504132231405
12-16,2.31,0.8567493112947658
12-16,2.31,0.8539944903581267
12-16,2.34,0.8512396694214877
12-16,2.41,0.8484848484848485
12-16,2.41,0.8457300275482094
12-16,2.44,0.8429752066115702
12-16,2.44,0.8402203856749311
12-16,2.47,0.837465564738292
12-16,2.5,0.8347107438016529
12-16,2.5,0.8319559228650137
12-16,2.58,0.8292011019283747
12-16,2.61,0.8264462809917356
12-16,2.62,0.8236914600550964
12-16,2.66,0.8209366391184573
12-16,2.67,0.8181818181818181
12-16,2.68,0.8154269972451791
12-16,2.7,0.8126721763085399
12-16,2.7,0.8099173553719008
12-16,2.7,0.8071625344352618
12-16,2.7,0.8044077134986226
12-16,2.73,0.8016528925619835
12-16,2.75,0.7988980716253443
12-16,2.81,0.7961432506887052
12-16,2.82,0.7933884297520661
12-16,2.86,0.790633608815427
12-16,2.9,0.7878787878787878
12-16,2.9,0.7851239669421488
12-16,2.9,0.7823691460055097
12-16,2.94,0.7796143250688705
12-16,3.0,0.7768595041322314
12-16,3.0,0.7741046831955922
12-16,3.0,0.7713498622589532
12-16,3.0,0.768595041322314
12-16,3.0,0.7658402203856749
12-16,3.02,0.7630853994490359
12-16,3.02,0.7603305785123967
12-16,3.02,0.7575757575757576
12-16,3.05,0.7548209366391184
12-16,3.09,0.7520661157024793
12-16,3.09,0.7493112947658402
12-16,3.12,0.7465564738292011
12-16,3.12,0.743801652892562
12-16,3.18,0.7410468319559229
12-16,3.19,0.7382920110192838
12-16,3.2,0.7355371900826446
12-16,3.23,0.7327823691460056
12-16,3.3,0.7300275482093663
12-16,3.38,0.7272727272727273
12-16,3.44,0.7245179063360881
12-16,3.45,0.721763085399449
12-16,3.5,0.71900826446281
12-16,3.5,0.7162534435261708
12-16,3.5,0.7134986225895317
12-16,3.54,0.7107438016528926
12-16,3.62,0.7079889807162534
12-16,3.71,0.7052341597796143
12-16,3.77,0.7024793388429752
12-16,3.88,0.699724517906336
12-16,3.9,0.696969696969697
12-16,4.0,0.6942148760330579
12-16,4.0,0.6914600550964187
12-16,4.0,0.6887052341597797
12-16,4.0,0.6859504132231404
12-16,4.0,0.6831955922865014
12-16,4.0,0.6804407713498623
12-16,4.06,0.6776859504132231
12-16,4.23,0.6749311294765841
12-16,4.35,0.6721763085399449
12-16,4.38,0.6694214876033058
12-16,4.48,0.6666666666666667
12-16,4.5,0.6639118457300275
12-16,4.5,0.6611570247933884
12-16,4.57,0.6584022038567493
12-16,4.58,0.6556473829201102
12-16,4.61,0.6528925619834711
12-16,4.64,0.650137741046832
12-16,4.9,0.6473829201101928
12-16,4.95,0.6446280991735538
12-16,4.95,0.6418732782369145
12-16,4.97,0.6391184573002755
12-16,5.0,0.6363636363636364
12-16,5.01,0.6336088154269972
12-16,5.22,0.6308539944903582
12-16,5.5,0.628099173553719
12-16,5.5,0.6253443526170799
12-16,5.55,0.6225895316804408
12-16,5.7,0.6198347107438016
12-16,5.76,0.6170798898071626
12-16,5.91,0.6143250688705234
12-16,5.95,0.6115702479338843
12-16,6.0,0.6088154269972452
12-16,6.0,0.6060606060606061
12-16,6.0,0.6033057851239669
12-16,6.22,0.6005509641873279
12-16,6.5,0.5977961432506886
12-16,6.53,0.5950413223140496
12-16,6.55,0.5922865013774105
12-16,6.73,0.5895316804407713
12-16,6.8,0.5867768595041323
12-16,6.9,0.5840220385674931
12-16,6.93,0.581267217630854
12-16,6.96,0.578512396694215
12-16,7.0,0.5757575757575757
12-16,7.0,0.5730027548209367
12-16,7.0,0.5702479338842975
12-16,7.0,0.5674931129476584
12-16,7.01,0.5647382920110193
12-16,7.17,0.5619834710743802
12-16,7.18,0.559228650137741
12-16,7.26,0.556473829201102
12-16,7.45,0.5537190082644627
12-16,7.5,0.5509641873278237
12-16,7.5,0.5482093663911846
12-16,7.65,0.5454545454545454
12-16,7.73,0.5426997245179064
12-16,7.75,0.5399449035812672
12-16,7.82,0.5371900826446281
12-16,7.89,0.534435261707989
12-16,7.9,0.5316804407713498
12-16,7.9,0.5289256198347108
12-16,7.9,0.5261707988980716
12-16,7.9,0.5234159779614325
12-16,8.0,0.5206611570247934
12-16,8.0,0.5179063360881543
12-16,8.0,0.5151515151515151
12-16,8.0,0.5123966942148761
12-16,8.0,0.5096418732782368
12-16,8.0,0.5068870523415978
12-16,8.01,0.5041322314049587
12-16,8.14,0.5013774104683195
12-16,8.14,0.4986225895316805
12-16,8.17,0.49586776859504134
12-16,8.3,0.4931129476584022
12-16,8.33,0.49035812672176304
12-16,8.47,0.487603305785124
12-16,8.49,0.48484848484848486
12-16,8.58,0.4820936639118457
12-16,8.82,0.47933884297520657
12-16,8.9,0.47658402203856753
12-16,8.93,0.4738292011019284
12-16,9.0,0.47107438016528924
12-16,9.0,0.4683195592286501
12-16,9.04,0.46556473829201106
12-16,9.14,0.4628099173553719
12-16,9.14,0.46005509641873277
12-16,9.49,0.4573002754820936
12-16,9.49,0.4545454545454546
12-16,9.77,0.45179063360881544
12-16,9.87,0.4490358126721763
12-16,9.88,0.44628099173553715
12-16,10.0,0.4435261707988981
12-16,10.0,0.44077134986225897
12-16,10.0,0.4380165289256198
12-16,10.0,0.4352617079889807
12-16,10.0,0.43250688705234164
12-16,10.0,0.4297520661157025
12-16,10.0,0.42699724517906334
12-16,10.16,0.4242424242424242
12-16,10.21,0.42148760330578516
12-16,10.53,0.418732782369146
12-16,10.59,0.41597796143250687
12-16,10.6,0.4132231404958677
12-16,10.68,0.4104683195592287
12-16,10.87,0.40771349862258954
12-16,10.89,0.4049586776859504
12-16,11.0,0.40220385674931125
12-16,11.11,0.3994490358126722
12-16,11.12,0.39669421487603307
12-16,11.32,0.3939393939393939
12-16,11.42,0.3911845730027548
12-16,11.49,0.38842975206611574
12-16,11.78,0.3856749311294766
12-16,11.78,0.38292011019283745
12-16,12.0,0.3801652892561983
12-16,12.02,0.37741046831955927
12-16,12.1,0.3746556473829201
12-16,12.12,0.371900826446281
12-16,12.2,0.36914600550964183
12-16,12.42,0.3663911845730028
12-16,12.54,0.36363636363636365
12-16,12.67,0.3608815426997245
12-16,12.86,0.35812672176308535
12-16,12.95,0.3553719008264463
12-16,13.0,0.3526170798898072
12-16,13.0,0.349862258953168
12-16,13.55,0.3471074380165289
12-16,13.64,0.34435261707988984
12-16,13.75,0.3415977961432507
12-16,13.82,0.33884297520661155
12-16,13.85,0.3360881542699724
12-16,13.91,0.33333333333333337
12-16,14.0,0.3305785123966942
12-16,14.13,0.3278236914600551
12-16,14.32,0.32506887052341593
12-16,14.48,0.3223140495867769
12-16,14.49,0.31955922865013775
12-16,14.52,0.3168044077134986
12-16,14.94,0.31404958677685946
12-16,15.0,0.3112947658402204
12-16,15.0,0.3085399449035813
12-16,15.0,0.30578512396694213
12-16,15.0,0.303030303030303
12-16,15.0,0.30027548209366395
12-16,15.16,0.2975206611570248
12-16,15.19,0.29476584022038566
12-16,15.32,0.2920110192837465
12-16,15.34,0.2892561983471075
12-16,15.46,0.2865013774104683
12-16,15.68,0.2837465564738292
12-16,15.72,0.28099173553719003
12-16,15.83,0.278236914600551
12-16,16.11,0.27548209366391185
12-16,16.34,0.2727272727272727
12-16,16.59,0.26997245179063356
12-16,16.67,0.2672176308539945
12-16,17.04,0.2644628099173554
12-16,17.18,0.26170798898071623
12-16,17.23,0.2589531680440771
12-16,17.23,0.25619834710743805
12-16,17.62,0.2534435261707989
12-16,17.63,0.25068870523415976
12-16,18.0,0.2479338842975206
12-16,18.31,0.24517906336088158
12-16,18.51,0.24242424242424243
12-16,18.6,0.23966942148760328
12-16,18.93,0.23691460055096414
12-16,19.0,0.2341597796143251
12-16,19.0,0.23140495867768596
12-16,19.06,0.2286501377410468
12-16,19.8,0.22589531680440766
12-16,20.0,0.22314049586776863
12-16,20.0,0.22038567493112948
12-16,20.0,0.21763085399449034
12-16,20.0,0.2148760330578512
12-16,20.72,0.21212121212121215
12-16,21.04,0.209366391184573
12-16,21.28,0.20661157024793386
12-16,21.28,0.20385674931129472
12-16,21.34,0.20110192837465568
12-16,21.79,0.19834710743801653
12-16,21.97,0.1955922865013774
12-16,22.0,0.19283746556473824
12-16,23.0,0.1900826446280992
12-16,24.33,0.18732782369146006
12-16,24.37,0.18457300275482091
12-16,24.67,0.18181818181818177
12-16,25.0,0.17906336088154273
12-16,25.0,0.1763085399449036
12-16,25.0,0.17355371900826444
12-16,25.98,0.1707988980716253
12-16,27.15,0.16804407713498626
12-16,27.22,0.1652892561983471
12-16,27.82,0.16253443526170797
12-16,27.93,0.15977961432506882
12-16,28.0,0.15702479338842978
12-16,28.0,0.15426997245179064
12-16,28.0,0.1515151515151515
12-16,28.0,0.14876033057851235
12-16,28.08,0.1460055096418733
12-16,28.33,0.14325068870523416
12-16,28.64,0.14049586776859502
12-16,29.0,0.13774104683195587
12-16,29.44,0.13498622589531684
12-16,30.0,0.1322314049586777
12-16,30.0,0.12947658402203854
12-16,33.34,0.1267217630853994
12-16,33.34,0.12396694214876036
12-16,33.34,0.12121212121212122
12-16,33.34,0.11845730027548207
12-16,33.34,0.11570247933884292
12-16,33.34,0.11294765840220389
12-16,33.34,0.11019283746556474
12-16,33.42,0.1074380165289256
12-16,33.5,0.10468319559228645
12-16,34.57,0.10192837465564741
12-16,34.77,0.09917355371900827
12-16,34.9,0.09641873278236912
12-16,35.0,0.09366391184572997
12-16,35.33,0.09090909090909094
12-16,36.05,0.0881542699724518
12-16,37.65,0.08539944903581265
12-16,37.99,0.0826446280991735
12-16,38.0,0.07988980716253447
12-16,38.0,0.07713498622589532
12-16,38.0,0.07438016528925617
12-16,38.5,0.07162534435261703
12-16,39.0,0.06887052341597799
12-16,39.12,0.06611570247933884
12-16,40.0,0.0633608815426997
12-16,41.61,0.06060606060606055
12-16,42.97,0.05785123966942152
12-16,44.67,0.05509641873278237
12-16,45.0,0.052341597796143224
12-16,45.05,0.04958677685950408
12-16,47.12,0.04683195592286504
12-16,48.84,0.0440771349862259
12-16,50.0,0.04132231404958675
12-16,50.0,0.038567493112947604
12-16,50.0,0.03581267217630857
12-16,50.0,0.03305785123966942
12-16,60.04,0.030303030303030276
12-16,62.41,0.02754820936639113
12-16,80.0,0.024793388429752095
12-16,87.96,0.02203856749311295
12-16,100.0,0.019283746556473802
12-16,100.0,0.016528925619834656
12-16,120.0,0.01377410468319562
12-16,125.06,0.011019283746556474
12-16,144.93,0.008264462809917328
12-16,152.73,0.0055096418732781816
12-16,174.32,0.0027548209366391463
12-16,225.77,0.0
16-20,0.68,0.9972451790633609
16-20,0.86,0.9944903581267217
16-20,0.98,0.9917355371900827
16-20,1.0,0.9889807162534435
16-20,1.07,0.9862258953168044
16-20,1.19,0.9834710743801653
16-20,1.2,0.9807162534435262
16-20,1.36,0.977961432506887
16-20,1.4,0.9752066115702479
16-20,1.49,0.9724517906336088
16-20,1.54,0.9696969696969697
16-20,1.57,0.9669421487603306
16-20,1.59,0.9641873278236914
16-20,1.61,0.9614325068870524
16-20,1.61,0.9586776859504132
16-20,1.66,0.9559228650137741
16-20,1.66,0.953168044077135
16-20,1.68,0.9504132231404958
16-20,1.69,0.9476584022038568
16-20,1.69,0.9449035812672176
16-20,1.7,0.9421487603305785
16-20,1.71,0.9393939393939394
16-20,1.76,0.9366391184573003
16-20,1.77,0.9338842975206612
16-20,1.79,0.931129476584022
16-20,1.79,0.9283746556473829
16-20,1.79,0.9256198347107438
16-20,1.8,0.9228650137741047
16-20,1.81,0.9201101928374655
16-20,1.81,0.9173553719008265
16-20,1.87,0.9146005509641874
16-20,1.87,0.9118457300275482
16-20,1.87,0.9090909090909091
16-20,1.88,0.9063360881542699
16-20,1.88,0.9035812672176309
16-20,1.89,0.9008264462809917
16-20,1.9,0.8980716253443526
16-20,1.9,0.8953168044077136
16-20,1.9,0.8925619834710744
16-20,1.9,0.8898071625344353
16-20,1.9,0.8870523415977961
16-20,1.91,0.884297520661157
16-20,1.91,0.8815426997245179
16-20,1.92,0.8787878787878788
16-20,1.93,0.8760330578512396
16-20,1.95,0.8732782369146006
16-20,1.95,0.8705234159779615
16-20,1.99,0.8677685950413223
16-20,2.0,0.8650137741046832
16-20,2.0,0.862258953168044
16-20,2.0,0.859504132231405
16-20,2.0,0.8567493112947658
16-20,2.0,0.8539944903581267
16-20,2.0,0.8512396694214877
16-20,2.0,0.8484848484848485
16-20,2.04,0.8457300275482094
16-20,2.05,0.8429752066115702
16-20,2.08,0.8402203856749311
16-20,2.1,0.837465564738292
16-20,2.11,0.8347107438016529
16-20,2.13,0.8319559228650137
16-20,2.13,0.8292011019283747
16-20,2.18,0.8264462809917356
16-20,2.22,0.8236914600550964
16-20,2.23,0.8209366391184573
16-20,2.23,0.8181818181818181
16-20,2.26,0.8154269972451791
16-20,2.26,0.8126721763085399
16-20,2.26,0.8099173553719008
16-20,2.27,0.8071625344352618
16-20,2.28,0.8044077134986226
16-20,2.3,0.8016528925619835
16-20,2.31,0.7988980716253443
16-20,2.31,0.7961432506887052
16-20,2.36,0.7933884297520661
16-20,2.4,0.790633608815427
16-20,2.4,0.7878787878787878
16-20,2.4,0.7851239669421488
16-20,2.46,0.7823691460055097
16-20,2.47,0.7796143250688705
16-20,2.53,0.7768595041322314
16-20,2.55,0.7741046831955922
16-20,2.58,0.7713498622589532
16-20,2.59,0.768595041322314
16-20,2.6,0.7658402203856749
16-20,2.61,0.7630853994490359
16-20,2.62,0.7603305785123967
16-20,2.63,0.7575757575757576
16-20,2.63,0.7548209366391184
16-20,2.65,0.7520661157024793
16-20,2.66,0.7493112947658402
16-20,2.66,0.7465564738292011
16-20,2.66,0.743801652892562
16-20,2.67,0.7410468319559229
16-20,2.68,0.7382920110192838
16-20,2.7,0.7355371900826446
16-20,2.72,0.7327823691460056
16-20,2.8,0.7300275482093663
16-20,2.8,0.7272727272727273
16-20,2.85,0.7245179063360881
16-20,2.87,0.721763085399449
16-20,2.88,0.71900826446281
16-20,2.9,0.7162534435261708
16-20,2.9,0.7134986225895317
16-20,3.0,0.7107438016528926
16-20,3.0,0.7079889807162534
16-20,3.0,0.7052341597796143
16-20,3.0,0.7024793388429752
16-20,3.0,0.699724517906336
16-20,3.0,0.696969696969697
16-20,3.0,0.6942148760330579
16-20,3.01,0.6914600550964187
16-20,3.02,0.6887052341597797
16-20,3.02,0.6859504132231404
16-20,3.05,0.6831955922865014
16-20,3.05,0.6804407713498623
16-20,3.06,0.6776859504132231
16-20,3.07,0.6749311294765841
16-20,3.08,0.6721763085399449
16-20,3.17,0.6694214876033058
16-20,3.2,0.6666666666666667
16-20,3.2,0.6639118457300275
16-20,3.21,0.6611570247933884
16-20,3.25,0.6584022038567493
16-20,3.25,0.6556473829201102
16-20,3.31,0.6528925619834711
16-20,3.34,0.650137741046832
16-20,3.36,0.6473829201101928
16-20,3.36,0.6446280991735538
16-20,3.39,0.6418732782369145
16-20,3.4,0.6391184573002755
16-20,3.41,0.6363636363636364
16-20,3.44,0.6336088154269972
16-20,3.46,0.6308539944903582
16-20,3.47,0.628099173553719
16-20,3.48,0.6253443526170799
16-20,3.5,0.6225895316804408
16-20,3.54,0.6198347107438016
16-20,3.55,0.6170798898071626
16-20,3.58,0.6143250688705234
16-20,3.62,0.6115702479338843
16-20,3.67,0.6088154269972452
16-20,3.69,0.6060606060606061
16-20,3.7,0.6033057851239669
16-20,3.75,0.6005509641873279
16-20,3.75,0.5977961432506886
16-20,3.79,0.5950413223140496
16-20,3.8,0.5922865013774105
16-20,3.82,0.5895316804407713
16-20,3.84,0.5867768595041323
16-20,3.88,0.5840220385674931
16-20,3.9,0.581267217630854
16-20,3.9,0.578512396694215
16-20,3.9,0.5757575757575757
16-20,3.94,0.5730027548209367
16-20,3.94,0.5702479338842975
16-20,4.0,0.5674931129476584
16-20,4.0,0.5647382920110193
16-20,4.0,0.5619834710743802
16-20,4.0,0.559228650137741
16-20,4.0,0.556473829201102
16-20,4.23,0.5537190082644627
16-20,4.23,0.5509641873278237
16-20,4.27,0.5482093663911846
16-20,4.3,0.5454545454545454
16-20,4.31,0.5426997245179064
16-20,4.31,0.5399449035812672
16-20,4.46,0.5371900826446281
16-20,4.47,0.534435261707989
16-20,4.5,0.5316804407713498
16-20,4.5,0.5289256198347108
16-20,4.5,0.5261707988980716
16-20,4.57,0.5234159779614325
16-20,4.59,0.5206611570247934
16-20,4.62,0.5179063360881543
16-20,4.77,0.5151515151515151
16-20,4.79,0.5123966942148761
16-20,4.8,0.5096418732782368
16-20,4.81,0.5068870523415978
16-20,4.89,0.5041322314049587
16-20,4.9,0.5013774104683195
16-20,4.92,0.4986225895316805
16-20,4.94,0.49586776859504134
16-20,4.97,0.4931129476584022
16-20,5.0,0.49035812672176304
16-20,5.0,0.487603305785124
16-20,5.0,0.48484848484848486
16-20,5.0,0.4820936639118457
16-20,5.0,0.47933884297520657
16-20,5.01,0.47658402203856753
16-20,5.05,0.4738292011019284
16-20,5.26,0.47107438016528924
16-20,5.3,0.4683195592286501
16-20,5.3,0.46556473829201106
16-20,5.31,0.4628099173553719
16-20,5.49,0.46005509641873277
16-20,5.66,0.4573002754820936
